CB Link ID,Link Site ID,Street Address,Cross Street 1,Cross Street 2,Corner_location,Borough,Zip Code,Community Board,Council District,Site in BID,BID,Zoning,Neighborhood Tabulation Area (NTA),Census Tract (CT),Building Identification Number (BIN),Borough-Block-Lot (BBL),Latitude,Longitude,DoITT NTP Issued (A),DoITT NTP Expiration Date,In Progress/Suspended,Project Status,Location 1
LINK-014078,mn-01-134978,217 BROADWAY,VESEY ST,BARCLAY ST,NW,Manhattan,10007,101,1,Yes,Alliance for Downtown NY,C5-3,SoHo-TriBeCa-Civic Center-Little Italy,1002100,1001232,1000880001,40.711564,-74.008610,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Suspended Permanently,Ready for CX,"(40.71156352, -74.00861012)"
LINK-012338,mn-01-134220,2 VESEY STREET,BROADWAY,CHURCH ST,NW,Manhattan,10007,101,1,Yes,Alliance for Downtown NY,C5-3,SoHo-TriBeCa-Civic Center-Little Italy,1002100,1001232,1000880001,40.711591,-74.008942,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.71159093, -74.0089421)"
LINK-000578,mn-01-109614,113 CHURCH STREET,MURRAY STREET,PARK PLACE,SEC,Manhattan,10007,101,1,Yes,Alliance for Downtown NY,C6-4,SoHo-TriBeCa-Civic Center-Little Italy,1002100,1001405,1001240012,40.713644,-74.008820,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.71364353, -74.00881953)"
LINK-003268,mn-01-123041,70 CHAMBERS STREET,BROADWAY,CHURCH STREET,SWC,Manhattan,10007,101,1,No,,C5-3,SoHo-TriBeCa-Civic Center-Little Italy,1002100,1079153,1001357504,40.714209,-74.006512,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.71420865, -74.0065117)"
LINK-021303,bk-01-146085,33 SOUTH 2nd STREET,KENT AVENUE,WYTHE AVENUE,NE,Brooklyn,11249,301,33,No,,M3-1,North Williamsburg,3055100,3062886,3024030001,40.714707,-73.966525,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.71470734, -73.96652497)"
LINK-000574,mn-01-122913,165 CHURCH STREET,CHAMBERS STREET,READE STREET,NEC,Manhattan,10007,101,1,No,,C6-3A,SoHo-TriBeCa-Civic Center-Little Italy,1002100,1001631,1001490014,40.714981,-74.007771,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.71498093556114, -74.0077714566865)"
LINK-010606,mn-01-109612,67 READE STREET,CHURCH STREET,BROADWAY,MIDBLOCK,Manhattan,10007,101,1,No,,C6-3A,SoHo-TriBeCa-Civic Center-Little Italy,1002100,1001627,1001490006,40.715027,-74.006772,04/03/2018 12:00:00 AM,10/03/2018 12:00:00 AM,In Progress,CX In Progress,"(40.71502742, -74.00677204)"
LINK-000584,mn-01-108415,78 READE STREET,CHURCH STREET,BROADWAY,NEC,Manhattan,10007,101,1,No,,C6-2A,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1001641,1001500012,40.715324,-74.007154,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.71532425846314, -74.00715425244675)"
LINK-010851,mn-03-122366,89 CANAL STREET,ELDRIDGE STREET,FORSYTH STREET,NWC,Manhattan,10002,103,1,Yes,Chinatown,C6-1G,Chinatown,1001600,1081957,1003010013,40.715447,-73.993470,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.715447, -73.993470)"
LINK-003263,mn-01-123044,317 BROADWAY,THOMAS ST,DUANE ST,SWC,Manhattan,10007,101,1,No,,C6-4A,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1001656,1001510028,40.715712,-74.005126,05/29/2018 12:00:00 AM,11/29/2018 12:00:00 AM,In Progress,Ready to Install,"(40.715712, -74.005126)"
LINK-000570,mn-01-108151,183 CHURCH STREET,DUANE STREET,READE STREET,MIDBLOCK,Manhattan,10007,101,1,No,,C6-2A,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1001642,1001500015,40.715727,-74.007185,06/04/2018 12:00:00 AM,12/04/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.7157269039075, -74.0071850611259)"
LINK-012194,mn-03-109601,341 GRAND STREET,LUDLOW STREET,ESSEX STREET,SEC,Manhattan,10002,103,1,No,,C6-2,Chinatown,1001600,1004029,1003100013,40.716871,-73.989846,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.716871, -73.989846)"
LINK-013928,mn-01-122911,227 CHURCH STREET,WORTH STREET,THOMAS STREET,SE,Manhattan,10007,101,1,No,,C6-4,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1085517,1001520013,40.716939,-74.006222,05/02/2018 12:00:00 AM,11/02/2018 12:00:00 AM,Installed,Link Active!,"(40.716939370213865, -74.00622249398464)"
LINK-003261,mn-01-122277,360 BROADWAY,FRANKLIN ST,LEONARD ST,SEC,Manhattan,10013,101,1,No,,C6-4A,SoHo-TriBeCa-Civic Center-Little Italy,1003100,1001841,1001710007,40.717298,-74.003556,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.7172985, -74.00355601)"
LINK-012332,mn-03-134162,68 ORCHARD STREET,GRAND STREET,BROOME STREET,NEC,Manhattan,10002,103,1,Yes,Lower East Side,C4-4A,Chinatown,1001800,1081943,1004080001,40.717320,-73.990600,03/27/2018 12:00:00 AM,09/27/2018 12:00:00 AM,Temporarily Suspended,Ready to Submit to DOT,"(40.717319617475525, -73.99060035552253)"
LINK-012192,mn-01-109587,249 CHURCH STREET,LEONARD STREET,FRANKLIN STREET,SE,Manhattan,10013,101,1,No,,C6-2A,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1001891,1001740011,40.717726,-74.005610,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Active!,"(40.71772575, -74.00560969)"
LINK-013841,mn-01-122275,250 CHURCH STREET,LEONARD STREET,FRANKLIN STREET,NW,Manhattan,10013,101,1,No,,C6-2A,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1001971,1001770002,40.717805,-74.005815,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Active!,"(40.71780497, -74.00581491)"
LINK-012449,mn-03-122355,105 CHRYTSIE STREET,GRAND STREET,BROOME STREET,NW,Manhattan,10002,103,1,Yes,Chinatown,C6-3A,Chinatown,1001800,1079083,1004230026,40.718274,-73.993872,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.718274, -73.993872)"
LINK-013997,mn-03-123485,130 DELANCEY STREET,MORFOLK ST,ESSEX ST,NWC,Manhattan,10002,103,1,Yes,Lower East Side,C6-2A,Chinatown,1001800,1087745,1003530039,40.718494,-73.987473,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.718494, -73.987473)"
LINK-014432,mn-03-120932,112 DELANCEY ST,ESSEX ST,LUDLOW ST,NWC,Manhattan,10002,103,1,Yes,Lower East Side,C6-2A,Chinatown,1001800,1087565,1004100064,40.718758,-73.988336,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.71875814, -73.9883355)"
LINK-013977,mn-03-123368,100 DELANCEY ST,LUDLOW ST,ESSEX ST,NEC,Manhattan,10002,103,1,Yes,Lower East Side,C6-2A,Chinatown,1001800,1075628,1004100071,40.718883,-73.988823,03/14/2018 12:00:00 AM,09/14/2018 12:00:00 AM,Temporarily Suspended,Ready to Submit to DOT,"(40.71888294, -73.98882264)"
LINK-010726,mn-02-122344,203 GRAND STREET,MOTT STREET,MULBERRY STREET,SWC,Manhattan,10013,102,1,Yes,Chinatown,C6-2G,SoHo-TriBeCa-Civic Center-Little Italy,1004100,1003091,1002370017,40.719040,-73.996631,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.71903975, -73.99663087)"
LINK-012469,mn-03-123365,66 DELANCEY STREET,ALLEN ST,ELDRIDGE ST,NWC,Manhattan,10002,103,1,No,,C6-2A,Chinatown,1001800,1079711,1004150041,40.719438,-73.990570,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.71943752, -73.99056978)"
LINK-010674,mn-03-138876,39 DELANCEY STREET,FORSYTH ST,ELDRIDGE ST,SE,Manhattan,10002,103,1,No,,C6-2A,Chinatown,1001800,1005588,1004190049,40.719561,-73.992033,01/08/2018 12:00:00 AM,07/08/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.71956092, -73.99203286)"
LINK-010605,mn-01-109595,15 6 AVENUE,WHITE STREET,WALKER STREET,MIDBLOCK,Manhattan,10013,101,1,No,,C6-2A,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1002182,1001910017,40.719659,-74.005300,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.71965919, -74.00529972)"
LINK-010808,mn-01-122285,30 VARICK STREET,BEACH STREET,LAIGHT STREET,SE,Manhattan,10013,101,1,No,,C6-2A,SoHo-TriBeCa-Civic Center-Little Italy,1003300,1002732,1002127502,40.720568,-74.006556,04/03/2018 12:00:00 AM,10/03/2018 12:00:00 AM,In Progress,Ready to Install,"(40.72056775, -74.0065562)"
LINK-012242,mn-02-133383,431 CANAL ST,VARICK ST,HUDSON ST,MIDBLOCK,Manhattan,10013,102,1,Yes,Hudson Square,M1-6,SoHo-TriBeCa-Civic Center-Little Italy,1003700,1002934,1002260001,40.723013,-74.006771,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,In Progress,CX In Progress,"(40.72301338, -74.00677065)"
LINK-011479,bk-01-125638,905 LORIMER STREET,NASSAU AVE,DRIGGS AVE,SW,Brooklyn,11222,301,33,No,,M1-2/R6,North Williamsburg,3051700,3066004,3026440041,40.723331,-73.951642,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.723331010254164, -73.95164162504324)"
LINK-008199,mn-02-122289,221 HUDSON STREET,CANAL STREET,BROOME STREET,NWC,Manhattan,10013,102,3,Yes,Hudson Square,C6-2A,SoHo-TriBeCa-Civic Center-Little Italy,1003700,1010318,1005940108,40.724065,-74.007972,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.724065, -74.007972)"
LINK-014293,mn-02-133259,399 WEST BROADWAY,SPRING ST,BROOME ST,SE,Manhattan,10012,102,1,No,,M1-5A,SoHo-TriBeCa-Civic Center-Little Italy,1004700,1079941,1004870020,40.724338,-74.002022,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,In Progress,CX In Progress,"(40.72433792, -74.00202234)"
LINK-014243,mn-03-108320,91 EAST 3 STREET,1 AVENUE,2 AVENUE,,Manhattan,10003,103,2,No,,C2-5,East Village,1003800,1006184,1004450038,40.724732,-73.987704,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.724732129215504, -73.98770387824413)"
LINK-014004,mn-02-123586,118 VARICK STREET,DOMINICK STREET,BROOME STREET,SE,Manhattan,10013,102,3,Yes,Hudson Square,M1-6,SoHo-TriBeCa-Civic Center-Little Italy,1003700,1000000,1004910003,40.724925,-74.005795,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,In Progress,Ready to Install,"(40.72492489, -74.00579536)"
LINK-010785,mn-03-123294,150 EAST 4 STREET,1 AVENUE,AVENUE A,SE,Manhattan,10009,103,2,No,,C2-5,East Village,1003200,1005760,1004310014,40.725004,-73.987039,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Installed,Link Active!,"(40.72500355, -73.98703948)"
LINK-012250,mn-02-138004,260 SPRING STREET,VARICK STREET,HUDSON STREET,SW,Manhattan,10013,102,3,Yes,Hudson Square,M1-6,SoHo-TriBeCa-Civic Center-Little Italy,1003700,1009740,1005790030,40.725666,-74.006274,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,In Progress,Ready to Install,"(40.725666, -74.00627426)"
LINK-010733,mn-02-123589,180 VARICK STREET,CHARLTON STREET,KING STREET,NE,Manhattan,10014,102,3,Yes,Hudson Square,M1-6,SoHo-TriBeCa-Civic Center-Little Italy,1003700,1008117,1005190070,40.727284,-74.005407,06/05/2018 12:00:00 AM,12/05/2018 12:00:00 AM,In Progress,Ready to Install,"(40.72728365, -74.00540707)"
LINK-010722,mn-02-123590,56 KING STREET,VARICK STREET,6 AVENUE,SE,Manhattan,10014,102,3,Yes,Hudson Square,M1-6,SoHo-TriBeCa-Civic Center-Little Italy,1003700,1008117,1005190070,40.727803,-74.005232,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,In Progress,CX In Progress,"(40.72780341, -74.00523226)"
LINK-008223,mn-03-133491,45 3 AVENUE,EAST 10 STREET,EAST 9 STREET,SEC,Manhattan,10003,103,2,No,,C6-2A,East Village,1004000,1006764,1004650001,40.730578,-73.989008,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.730578, -73.989008)"
LINK-010628,mn-03-139971,123 EAST 11 STREET,3 AVENUE,4 AVENUE,NW,Manhattan,10003,103,2,No,,C6-2A,East Village,1004200,1008983,1005560068,40.731525,-73.988942,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.73152486, -73.98894215)"
LINK-010721,mn-02-122259,347 6 AVENUE,WEST 4 STREET,WEST WASHINGTON PLACE,NW,Manhattan,10014,102,3,Yes,Village,C1-5,West Village,1007100,1076818,1005920026,40.731887,-74.001194,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,Installed,Link Pending Activation,"(40.73188717, -74.00119407)"
LINK-012722,mn-06-134583,230 2 AVENUE,EAST 14 STREET,EAST 15 STREET,NE,Manhattan,10003,106,2,Yes,Union Square,C1-6A,Gramercy,1004800,1020387,1009210001,40.732519,-73.984694,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.73251879, -73.98469437)"
LINK-011377,mn-02-123678,50 GROVE STREET,BLEECKER STREET,7 AVENUE SOUTH,SE,Manhattan,10014,102,3,No,,C1-6,West Village,1007300,1010182,1005910009,40.732909,-74.003877,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,In Progress,Ready to Install,"(40.73290856, -74.00387699)"
LINK-010781,mn-06-123277,313 1 AVENUE,EAST 18 STREET,EAST 19 STREET,NW,Manhattan,10003,106,2,No,,C1-6A,Gramercy,1004800,1020488,1009240030,40.733979,-73.980818,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.73397949, -73.98081804)"
LINK-010900,mn-02-122267,504 6 AVENUE,6 AVENUE,5 AVENUE,SE,Manhattan,10011,102,3,Yes,Union Square,C6-2,West Village,1006300,1080145,1005760010,40.736540,-73.997156,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Pending Activation,"(40.73653988, -73.99715554)"
LINK-000521,mn-02-123617,585 HUDSON STREET,BETHUNE STREET,BANK STREET,W MID,Manhattan,10014,102,3,No,,C1-6,West Village,1007900,1011368,1006240001,40.736682,-74.005894,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.7366816, -74.00589421)"
LINK-012717,mn-06-134801,411 1 AVENUE,EAST 24 STREET,EAST 25 STREET,MIDBLOCK,Manhattan,10010,106,4,No,,R8,Murray Hill-Kips Bay,1006200,1020600,1009300020,40.737514,-73.977933,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.73751418, -73.97793345)"
LINK-013880,mn-04-122426,545 6 AVENUE,WEST 15 STREET,WEST 14 STREET,SW,Manhattan,10011,104,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1008100,1014529,1007900039,40.737886,-73.996604,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.73788645, -73.9966041)"
LINK-012255,mn-05-137241,245 PARK AVENUE SOUTH,EAST 20 STREET,EAST 19 STREET,MIDBLOCK,Manhattan,10003,105,2,No,,C6-4A,Gramercy,1005000,1017945,1008750079,40.738097,-73.987738,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Active!,"(40.73809688, -73.9877384)"
LINK-013840,mn-05-122272,552 6 AVENUE,WEST 15 STREET,WEST 16 STREET,NE,Manhattan,10011,105,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1005400,1015306,1008170001,40.738109,-73.996153,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.73810851, -73.99615313)"
LINK-012576,mn-06-134830,400 2 AVENUE,EAST 23 STREET,EAST 24 STREET,NE,Manhattan,10010,106,2,No,,C1-9A,Gramercy,1006400,1084709,1009290001,40.738121,-73.980582,01/23/2018 12:00:00 AM,07/23/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.73812129, -73.98058248)"
LINK-010844,mn-02-123585,623 HUDSON STREET,JANE STREET,HORATIO STREET,NW,Manhattan,10014,102,3,No,,C1-6,West Village,1007900,1011645,1006260012,40.738278,-74.005671,06/05/2018 12:00:00 AM,12/05/2018 12:00:00 AM,In Progress,CX In Progress,"(40.73827778442089, -74.0056712058614)"
LINK-012665,mn-04-134597,555 6 AVENUE,WEST 15 STREET,WEST 16 STREET,NW,Manhattan,10011,104,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1008100,1014560,1007910036,40.738302,-73.996296,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.7383024, -73.99629565)"
LINK-014256,mn-02-108535,628 HUDSON STREET,JANE STREET,HORATIO STREET,MIDBLOCK,Manhattan,10014,102,3,No,,C1-6,West Village,1007700,1011647,1006260022,40.738351,-74.005466,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.73835105, -74.00546559)"
LINK-014050,mn-05-123127,570 6 AVENUE,WEST 16 STREET,WEST 15 STREET,SE,Manhattan,10011,105,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1005400,1015317,1008170085,40.738546,-73.995838,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.73854606, -73.99583807)"
LINK-013843,mn-04-122265,571 6 AVENUE,WEST 16 STREET,WEST 15 STREET,SW,Manhattan,10011,104,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1008100,1014560,1007910036,40.738640,-73.996057,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Installed,Link Active!,"(40.73863995, -73.99605667)"
LINK-000205,mn-04-123537,61 7 AVENUE,WEST 14 STREET,WEST 15 STREET,NEC,Manhattan,10011,104,3,No,,C6-3A,Hudson Yards-Chelsea-Flatiron-Union Square,1008100,1014515,1007900001,40.738667,-73.999476,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.73866726, -73.99947574)"
LINK-010870,mn-02-123497,41 HORATIO STREET,HUDSON STREET,WEST 4 STREET,NE,Manhattan,10014,102,3,Yes,Meatpacking,C1-6,West Village,1007700,1011688,1006270025,40.738798,-74.005285,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.73879783, -74.00528546)"
LINK-011006,mn-04-134450,74 7 AVENUE,WEST 15 STREET,WEST 14 STREET,SW,Manhattan,10011,104,3,No,,C6-3A,Hudson Yards-Chelsea-Flatiron-Union Square,1008100,1013735,1007640042,40.739156,-73.999381,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.7391558, -73.99938138)"
LINK-011234,mn-05-145537,281 PARK AVENUE SOUTH,EAST 22 STREET,EAST 21 STREET,SE,Manhattan,10010,105,2,Yes,Flatiron/23rd Street,C6-4A,Gramercy,1006800,1018009,1008770089,40.739253,-73.986898,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.73925331, -73.98689791)"
LINK-000220,mn-05-123137,592 6 AVENUE,6 AVENUE,WEST 18 STREET,NEC,Manhattan,10011,105,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1005400,1015407,1008197502,40.739336,-73.995264,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Active!,"(40.73933558, -73.99526424)"
LINK-000221,mn-04-123136,595 6 AVENUE,WEST 17 STREET,WEST 18 STREET,NWC,Manhattan,10011,104,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1008100,1014657,1007930033,40.739432,-73.995475,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Active!,"(40.73943218, -73.99547509)"
LINK-012809,mn-05-134089,278 PARK AVENUE SOUTH,EAST 22 STREET,EAST 21 STREET,SW,Manhattan,10010,105,2,Yes,Flatiron/23rd Street,C6-4A,Hudson Yards-Chelsea-Flatiron-Union Square,1005600,1068310,1008507503,40.739464,-73.987052,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Pending Activation,"(40.73946433, -73.98705217)"
LINK-013713,mn-06-121447,459 2 AVENUE,EAST 26 STREET,EAST 25 STREET,SWC,Manhattan,10010,106,2,No,,C1-8A,Murray Hill-Kips Bay,1006600,1019834,1009060033,40.739762,-73.979693,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.73976238, -73.979693)"
LINK-012643,mn-05-134453,297 PARK AVENUE SOUTH,EAST 23 STREET,EAST 22 STREET,SE,Manhattan,10010,105,2,Yes,Flatiron/23rd Street,C6-4A,Gramercy,1006800,1018011,1008780004,40.739920,-73.986415,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Temporarily Suspended,Ready to Submit to DOT,"(40.73991995, -73.98641502)"
LINK-000270,mn-06-134921,341 3 AVENUE,EAST 25 STREET,EAST 26 STREET,NEC,Manhattan,10010,106,2,No,,C2-8,Murray Hill-Kips Bay,1006600,1019821,1009060001,40.740218,-73.981988,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Installed,Link Active!,"(40.74021823, -73.98198848)"
LINK-012876,mn-05-123019,1 WEST 21 STREET,5 AVENUE,AVENUE OF THE AMERICAS,NW,Manhattan,10010,105,3,Yes,Flatiron/23rd Street,C6-4M,Hudson Yards-Chelsea-Flatiron-Union Square,1005800,1015534,1008237506,40.740375,-73.990666,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Temporarily Suspended,Ready to Submit to DOT,"(40.74037516, -73.9906663)"
LINK-000446,mn-04-134594,111 8 Avenue,15th St,16TH ST,NWC,Manhattan,10011,104,3,Yes,Meatpacking,M1-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008300,1013043,1007390001,40.740605,-74.002059,06/25/2018 12:00:00 AM,12/25/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.74060501, -74.00205896)"
LINK-012575,mn-06-134611,481 2 AVENUE,EAST 27 STREET,EAST 28 STREET,NW,Manhattan,10016,106,2,No,,C1-8A,Murray Hill-Kips Bay,1006600,1019879,1009080027,40.740612,-73.979079,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74061156282112, -73.97907884723872)"
LINK-012458,mn-06-121437,490 2 AVENUE,28 STREET,27 STREET,SEC,Manhattan,10016,106,2,No,,C1-8,Murray Hill-Kips Bay,1006600,1082733,1009340001,40.740894,-73.978561,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.740894, -73.978561)"
LINK-000445,mn-04-122831,111 8 AVENUE,16th STREET,15th STREET,SWC,Manhattan,10011,104,3,Yes,Meatpacking,M1-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008300,1013043,1007390001,40.741024,-74.001752,06/25/2018 12:00:00 AM,12/25/2018 12:00:00 AM,In Progress,DOT In Progress,"(40.74102432, -74.00175197)"
LINK-012628,mn-06-134613,501 1 AVENUE,EAST 30 STREET,EAST 29 STREET,SW,Manhattan,10016,106,2,No,,C2-5,Murray Hill-Kips Bay,1007000,1020634,1009357501,40.741198,-73.975553,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.74119792, -73.97555268)"
LINK-012676,mn-06-136617,501 2 AVENUE,28 STREET,29 STREET,MIDBLOCK,Manhattan,10016,106,2,No,,C1-8A,Murray Hill-Kips Bay,1006600,1019898,1009090028,40.741225,-73.978935,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74122503443334, -73.97893462269445)"
LINK-012695,mn-05-133657,341 PARK AVENUE SOUTH,EAST 25 STREET,EAST 24 STREET,SE,Manhattan,10010,105,2,Yes,Flatiron/23rd Street,C6-4A,Gramercy,1006800,1080811,1008800089,40.741323,-73.985385,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Active!,"(40.74132322, -73.98538547)"
LINK-000371,mn-06-136126,161 EAST 27 STREET,BROADWAY ALLEY,LEXINGTON AVENUE,NWC,Manhattan,10016,106,2,No,,C2-8,Gramercy,1006800,1018177,1008830044,40.741487,-73.981480,02/05/2018 12:00:00 AM,08/05/2018 12:00:00 AM,Installed,Link Active!,"(40.74148709, -73.98148039)"
LINK-014212,mn-05-108001,66 WEST 21 STREET,6 AVENUE,5 AVENUE,SE,Manhattan,10010,105,3,Yes,Flatiron/23rd Street,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1005400,1015514,1008220076,40.741502,-73.993593,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Installed,Link Active!,"(40.74150205, -73.9935926)"
LINK-011105,mn-04-135464,655 6 AVENUE,WEST 21 STREET,WEST 20 STREET,SW,Manhattan,10011,104,3,Yes,Flatiron/23rd Street,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1008700,1087522,1007967504,40.741515,-73.993963,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Pending Activation,"(40.74151493, -73.9939631)"
LINK-000277,mn-06-134559,378 3Rd AVENUE,EAST 27 STREET,EAST 28 STREET,NWC,Manhattan,10016,106,2,No,,C2-8,Gramercy,1006800,1018177,1008830044,40.741536,-73.981333,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74153614, -73.98133262)"
LINK-012728,mn-04-135246,76 9th AVENUE,WEST 15 STREET,WEST 16 STREET,SE,Manhattan,10011,104,3,Yes,Meatpacking,M1-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008300,1013043,1007390001,40.741716,-74.004657,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,In Progress,CX In Progress,"(40.74171632, -74.00465723)"
