CB Link ID,Link Site ID,Street Address,Cross Street 1,Cross Street 2,Corner_location,Borough,Zip Code,Community Board,Council District,Site in BID,BID,Zoning,Neighborhood Tabulation Area (NTA),Census Tract (CT),Building Identification Number (BIN),Borough-Block-Lot (BBL),Latitude,Longitude,DoITT NTP Issued (A),DoITT NTP Expiration Date,In Progress/Suspended,Project Status,Location 1
LINK-014523,mn-04-134967,675 6 AVENUE,WEST 21 STREET,WEST 22 STREET,NW,Manhattan,10011,104,3,Yes,Flatiron/23rd Street,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1008700,1014774,1007970037,40.741825,-73.993739,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.74182461, -73.99373852)"
LINK-012622,mn-06-134834,540 2 AVENUE,EAST 30 STREET,EAST 29 STREET,SE,Manhattan,10016,106,2,No,,C1-8,Murray Hill-Kips Bay,1007000,1020632,1009350059,40.742069,-73.977694,03/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,Installed,Link Active!,"(40.74206861960811, -73.97769449415296)"
LINK-010811,mn-05-122270,688 6 AVENUE,WEST 22 STREET,WEST 21 STREET,SE,Manhattan,10010,105,3,Yes,Flatiron/23rd Street,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1005800,1015555,1008230079,40.742081,-73.993261,02/05/2018 12:00:00 AM,08/05/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74208082, -73.99326129)"
LINK-008214,mn-04-123521,86 9 AVENUE,WEST 16 STREET,WEST 15 STREET,SEC,Manhattan,10011,104,3,Yes,Meatpacking,M1-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008300,1013043,1007390001,40.742125,-74.004363,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74212485, -74.00436342)"
LINK-012802,mn-04-135811,175 7 AVENUE,WEST 20 STREET,WEST 21 STREET,NE,Manhattan,10011,104,3,No,,C2-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008700,1014742,1007960001,40.742301,-73.996830,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.74230081, -73.99683036)"
LINK-010812,mn-05-138316,51 EAST 26 STREET,PARK AVENUE SOUTH,MADISON AVENUE,NW,Manhattan,10010,105,2,Yes,Flatiron/23rd Street,C5-3,Hudson Yards-Chelsea-Flatiron-Union Square,1005600,1016880,1008560024,40.742322,-73.985381,06/21/2018 12:00:00 AM,12/21/2018 12:00:00 AM,Installed,Link Active!,"(40.74232205975481, -73.98538074015357)"
LINK-011082,mn-04-135171,89 9 AVENUE,WEST 16 STREET,WEST 17 STREET,NW,Manhattan,10011,104,3,Yes,Meatpacking,C2-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008300,1078408,1007140031,40.742419,-74.004444,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,In Progress,ConEd in Progress,"(40.74241855, -74.00444413)"
LINK-012625,mn-05-134496,50 EAST 27 STREET,PARK AVENUE SOUTH,MADISON AVENUE,SW,Manhattan,10010,105,2,Yes,Flatiron/23rd Street,C5-3,Hudson Yards-Chelsea-Flatiron-Union Square,1005600,1016880,1008560024,40.742671,-73.984721,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,Suspended Permanently,Ready to Submit to DOT,"(40.74267055419113, -73.98472140483517)"
LINK-010297,mn-04-115165,183 7 AVENUE,WEST 21 STREET,WEST 20 STREET,SE,Manhattan,10011,104,3,No,,C2-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008700,1014761,1007960073,40.742674,-73.996549,01/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,Installed,Link Active!,"(40.74267426, -73.996549)"
LINK-013844,mn-05-122269,712 6 AVENUE,WEST 23 STREET,WEST 22 STREET,SE,Manhattan,10010,105,3,Yes,Flatiron/23rd Street,C6-3A,Hudson Yards-Chelsea-Flatiron-Union Square,1005800,1086050,1008240011,40.742723,-73.992800,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74272274, -73.9927995)"
LINK-000218,mn-04-123524,103 9 AVENUE,WEST 16 STREET,WEST 17 STREET,SWC,Manhattan,10011,104,3,Yes,Meatpacking,C2-5,Hudson Yards-Chelsea-Flatiron-Union Square,1008300,1078409,1007140031,40.742803,-74.004170,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Installed,Link Active!,"(40.74280314, -74.00416971)"
LINK-011071,mn-04-134100,711 6 AVENUE,WEST 23 STREET,WEST 22 STREET,SW,Manhattan,10011,104,3,Yes,Flatiron/23rd Street,C6-3X,Hudson Yards-Chelsea-Flatiron-Union Square,1009100,1014803,1007980049,40.742828,-73.993003,02/05/2018 12:00:00 AM,08/05/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74282792, -73.99300348)"
LINK-012438,mn-06-121430,563 2 AVENUE,EAST 31 STREET,EAST 32 STREET,NWC,Manhattan,10016,106,2,No,,C1-8A,Murray Hill-Kips Bay,1007000,1082149,1009120029,40.743039,-73.977307,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.74303942, -73.97730732)"
LINK-011095,mn-04-134599,717 6 AVENUE,WEST 23 STREET,WEST 22 STREET,NW,Manhattan,10011,104,3,Yes,Flatiron/23rd Street,C6-3X,Hudson Yards-Chelsea-Flatiron-Union Square,1009100,1014954,1007990035,40.743097,-73.992812,02/05/2018 12:00:00 AM,08/05/2018 12:00:00 AM,Installed,Link Active!,"(40.7430973, -73.9928116)"
LINK-011084,mn-04-136089,126 9 AVENUE,WEST 17 STREET,WEST 18 STREET,SE,Manhattan,10011,104,3,No,,C2-6A,Hudson Yards-Chelsea-Flatiron-Union Square,1008300,1013089,1007410067,40.743298,-74.003502,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,In Progress,DOT In Progress,"(40.74329816, -74.00350189)"
LINK-012640,mn-05-134631,407 PARK AVENUE SOUTH,EAST 28 STREET,EAST 29 STREET,NE,Manhattan,10016,105,2,Yes,Flatiron/23rd Street,C6-4A,Murray Hill-Kips Bay,1007200,1018204,1008840001,40.743395,-73.983878,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Active!,"(40.74339468, -73.9838785)"
LINK-010986,mn-05-134095,419 PARK AVENUE SOUTH,E 29 STREET,E 28 STREET,SE,Manhattan,10016,105,2,No,,C6-4A,Murray Hill-Kips Bay,1007200,1018236,1008840084,40.743786,-73.983598,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.74378631, -73.98359809)"
LINK-000288,mn-06-134711,460 3Rd AVENUE,32nd STREET,31st STREET,SWC,Manhattan,10016,106,2,No,,C1-9,Murray Hill-Kips Bay,1007200,1078756,1008870030,40.744389,-73.979257,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.74438927, -73.97925718)"
LINK-012460,mn-06-121434,621 2 AVENUE,34 ST,33 ST,SWC,Manhattan,10016,106,2,No,,C1-9A,Murray Hill-Kips Bay,1007000,1020129,1009140035,40.744703,-73.976096,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.74470251, -73.97609647)"
LINK-012677,mn-05-135659,455 PARK AVENUE SOUTH,EAST 31 STREET,EAST 30 STREET,SE,Manhattan,10016,105,2,No,,C6-4A,Murray Hill-Kips Bay,1007200,1018348,1008860088,40.744984,-73.982723,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74498361, -73.98272283)"
LINK-000649,mn-06-134810,205 LEXINGTON AVENUE,EAST 32 STREET,EAST 33 STREET,NE,Manhattan,10016,106,2,No,,C6-2A,Murray Hill-Kips Bay,1007200,1018475,1008880024,40.745071,-73.980374,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74507060374737, -73.98037405264063)"
LINK-014623,mn-06-134852,170 EAST 33 STREET,3 AVENUE,LEXINGTON AVENUE,SW,Manhattan,10016,106,2,No,,C1-9,Murray Hill-Kips Bay,1007200,1018483,1008880044,40.745100,-73.978821,02/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74509981, -73.97882096)"
LINK-012450,mn-06-119835,637 2 AVE,35 ST,34 ST,SWC,Manhattan,10016,106,2,No,,C2-5,Murray Hill-Kips Bay,1007800,1020161,1009150036,40.745323,-73.975645,01/03/2018 12:00:00 AM,07/03/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.74532254291619, -73.97564485920503)"
LINK-000650,mn-06-133659,215 LEXINGTON AVENUE,LEXINGTON AVE,3 AVENUE,SEC,Manhattan,10016,106,2,No,,C6-2A,Murray Hill-Kips Bay,1007200,1018474,1008887502,40.745591,-73.979997,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.745591207507026, -73.97999740017832)"
LINK-000652,mn-06-133664,221 LEXINGTON AVENUE,EAST 33 STREET,EAST 34 STREET,NEC,Manhattan,10016,106,2,No,,C1-9,Murray Hill-Kips Bay,1007200,1018494,1008890022,40.745824,-73.980035,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Installed,Link Active!,"(40.74582381, -73.98003507)"
LINK-000653,mn-05-121484,222 LEXINGTON AVENUE,EAST 33 STREET,EAST 34 STREET,NWC,Manhattan,10016,105,2,No,,C1-9,Murray Hill-Kips Bay,1007200,1018492,1008890015,40.745863,-73.980233,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Active!,"(40.74586329, -73.9802333)"
LINK-013842,mn-05-122221,811 6 AVENUE,WEST 28 STREET,WEST 27 STREET,SWC,Manhattan,10001,105,3,No,,C6-4X,Midtown-Midtown South,1009500,1015082,1008030043,40.745989,-73.990712,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.74598929361494, -73.99071175435859)"
LINK-014075,mn-05-108540,100 WEST 28 STREET,6 AVENUE,7 AVENUE,SWC,Manhattan,10001,105,3,No,,C6-4X,Midtown-Midtown South,1009500,1015082,1008030043,40.746116,-73.990792,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.74611567340649, -73.99079234970282)"
LINK-013238,mn-05-133692,295 5 AVENUE,EAST 31 STREET,EAST 30 STREET,SE,Manhattan,10016,105,4,No,,C5-2,Midtown-Midtown South,1007400,1016951,1008600001,40.746366,-73.985960,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.7463658, -73.98596004)"
LINK-014625,mn-06-121424,681 2 AVENUE,EAST 37 STREET,EAST 36 STREET,SWC,Manhattan,10016,106,4,No,,C1-9,Murray Hill-Kips Bay,1007800,1020193,1009170034,40.746651,-73.974686,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Installed,Link Active!,"(40.74665132, -73.97468574)"
LINK-013709,mn-06-121426,705 2 AVENUE,EAST 38 STREET,EAST 37 STREET,SW,Manhattan,10016,106,4,No,,C1-9,Murray Hill-Kips Bay,1007800,1020340,1009180035,40.747251,-73.974241,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.74725106, -73.97424149)"
LINK-012700,mn-05-133713,319 5 AVENUE,EAST 32 STREET,EAST 33 STREET,,Manhattan,10016,105,4,No,,C5-2,Midtown-Midtown South,1007400,1017006,1008620001,40.747260,-73.985303,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.74725977, -73.98530293)"
LINK-011136,mn-05-140541,860 6 AVENUE,WEST 30 STREET,WEST 31 STREET,NE,Manhattan,10001,105,3,No,,C6-4X,Midtown-Midtown South,1007600,1082273,1008320001,40.747337,-73.989437,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Temporarily Suspended,CX In Progress,"(40.74733669, -73.98943737)"
LINK-011179,mn-06-134657,712 2 AVENUE,EAST 38 STREET,EAST 39 STREET,NE,Manhattan,10016,106,4,No,,C1-9,Murray Hill-Kips Bay,1007800,1021921,1009440001,40.747395,-73.973828,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.74739525, -73.97382819)"
LINK-000135,mn-05-134730,1250 BROADWAY,W 31 STREET,32ND ST,NEC,Manhattan,10001,105,4,Yes,34th Street,C6-6,Midtown-Midtown South,1007600,1015805,1008330011,40.747623,-73.988214,01/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.747623, -73.988214)"
LINK-012683,mn-06-137011,724 2 AVENUE,EAST 39 STREET,EAST 38 STREET,SE,Manhattan,10016,106,4,No,,C1-9,Murray Hill-Kips Bay,1007800,1081684,1009440045,40.747697,-73.973610,03/28/2018 12:00:00 AM,09/28/2018 12:00:00 AM,In Progress,Ready for ConEd,"(40.74769731, -73.97360951)"
LINK-000136,mn-05-136377,1255 BROADWAY,W 31STREET,32ND STREET,NWC,Manhattan,10001,105,3,No,,C6-6,Midtown-Midtown South,1007600,1015803,1008330006,40.747703,-73.988371,02/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.74770315, -73.98837077)"
LINK-000700,mn-06-121649,20 E 35Th St,MADISON AVENUE,PARK AVENUE,SE,Manhattan,10016,106,2,No,,C5-2,Midtown-Midtown South,1007400,1017114,1008647501,40.748323,-73.982372,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.74832255, -73.9823716)"
LINK-000709,mn-05-134504,218 MADISON AVENUE,E 36th STREET,E 37th STREET,NWC,Manhattan,10016,105,4,No,,C5-2,Murray Hill-Kips Bay,1008200,,1008660016,40.749195,-73.982025,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.74919452, -73.98202463)"
LINK-000710,mn-05-134503,220 MADISON AVENUE,E 37th STREET,E 36th STREET,SWC,Manhattan,10016,105,4,No,,C5-2,Murray Hill-Kips Bay,1008200,1017187,1008660064,40.749590,-73.981737,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.74959007, -73.98173678)"
LINK-010169,mn-06-121419,238 EAST 42 STREET,2 AVENUE,3 AVENUE,SWC,Manhattan,10017,106,4,Yes,Grand Central,C5-2,Turtle Bay-East Midtown,1008800,1037546,1013157501,40.749814,-73.972414,01/26/2018 12:00:00 AM,07/26/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.74981438, -73.97241382)"
LINK-014000,mn-05-123553,139 WEST 33 STREET,6 AVENUE,7 AVENUE,MIDBLOCK,Manhattan,10001,105,3,Yes,34th Street,C6-4.5,Midtown-Midtown South,1010100,1015196,1008090016,40.749930,-73.990038,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Suspended Permanently,Ready for CX,"(40.74993042, -73.99003829)"
LINK-012785,mn-06-136170,630 3 AVENUE,EAST 41 STREET,EAST 40 STREET,,Manhattan,10017,106,4,Yes,Grand Central,C5-3,Murray Hill-Kips Bay,1008000,1036149,1012950040,40.749948,-73.975202,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Suspended Permanently,Ready for CX,"(40.74994766, -73.97520152)"
LINK-013854,mn-05-122370,200 WEST 33 STREET,7 AVE,8 AVE,SWC,Manhattan,10001,105,3,Yes,34th Street,C6-6,Midtown-Midtown South,1010100,1083026,1007810002,40.750367,-73.991338,02/07/2018 12:00:00 AM,08/07/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75036676, -73.99133771)"
LINK-009919,mn-05-122006,423 7TH AVENUE,WEST 33 STREET,WEST 34 STREET,NEC,Manhattan,10001,105,3,Yes,34th Street,C6-6,Midtown-Midtown South,1010100,1015192,1008090001,40.750408,-73.990927,05/24/2018 12:00:00 AM,11/24/2018 12:00:00 AM,In Progress,Ready for ConEd,"(40.75040829, -73.99092699)"
LINK-010767,mn-04-122017,333 9 AVENUE,WEST 29 STREET,WEST 30 STREET,NW,Manhattan,10001,104,3,No,,M1-5,Hudson Yards-Chelsea-Flatiron-Union Square,1009700,1012831,1007270001,40.750417,-73.998621,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.75041676, -73.99862092)"
LINK-012599,mn-04-134926,350 9 AVENUE,WEST 30 STREET,WEST 29 STREET,,Manhattan,10001,104,3,No,,C6-2A,Hudson Yards-Chelsea-Flatiron-Union Square,1009700,1068013,1007530078,40.750696,-73.998105,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.7506959, -73.99810536)"
LINK-000142,mn-05-122665,1333 BROADWAY,W 35th,36TH ST,NWC,Manhattan,10018,105,3,Yes,34th Street,M1-6,Midtown-Midtown South,1010900,1015226,1008110021,40.750846,-73.988086,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,In Progress,DOT In Progress,"(40.75084552, -73.98808608)"
LINK-013816,mn-04-122018,370 9 AVENUE,WEST 31 STREET,WEST 30 STREET,,Manhattan,10001,104,3,Yes,34th Street,C6-3X,Hudson Yards-Chelsea-Flatiron-Union Square,1010300,1013540,1007540078,40.751332,-73.997655,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.75133238, -73.99765535)"
LINK-000721,mn-05-138374,286 MADISON AVENUE,E 40th STREET,E 41st STREET,NWC,Manhattan,10017,105,4,Yes,Grand Central,C5-3,Murray Hill-Kips Bay,1008200,1035316,1012750014,40.751685,-73.980205,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.75168494, -73.98020476)"
LINK-020917,qu-01-GF44159,32-04 NORTHERN BOULEVARD,HONEYWELL STREET,40 AVENUE,SW,Queens,11101,401,26,No,,M1-5,Hunters Point-Sunnyside-West Maspeth,4017100,4003416,4002390111,40.751874,-73.932044,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75187446, -73.93204357)"
LINK-020913,qu-01-GF44155,33-22 NORTHERN BOULEVARD,33 STREET,34 STREET,MIDBLOCK,Queens,11101,401,26,No,,M1-5,Hunters Point-Sunnyside-West Maspeth,4017100,4445806,4002140238,40.751895,-73.930894,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.7518952534281, -73.93089440176885)"
LINK-000323,mn-06-136383,700 3Rd AVENUE,44th STREET,44th STREET,SWC,Manhattan,10017,106,4,Yes,Grand Central,C5-3,Turtle Bay-East Midtown,1009200,1036168,1012980040,40.751949,-73.973745,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.75194914, -73.97374518)"
LINK-000145,mn-05-134819,1359 BROADWAY,WEST 37 STREET,WEST 36 STREET,SWC,Manhattan,10018,105,3,Yes,Garment District,M1-6,Midtown-Midtown South,1010900,1015245,1008120056,40.752102,-73.987630,05/14/2018 12:00:00 AM,11/14/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.75210164, -73.98762979)"
LINK-020918,qu-01-GF44160,37-18 NORTHERN BOULEVARD,39 STREET,STANDARD LANE,SW,Queens,11101,401,26,No,,M1-5,Hunters Point-Sunnyside-West Maspeth,4017100,4003103,4002140040,40.752243,-73.924678,01/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75224278, -73.92467753)"
LINK-007632,mn-06-121413,857 2 AVENUE,EAST 46 STREET,EAST 45 STREET,SWC,Manhattan,10017,106,4,No,,C1-9,Turtle Bay-East Midtown,1009000,1037591,1013190029,40.752343,-73.970524,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Active!,"(40.75234297, -73.97052358)"
LINK-013727,mn-06-121540,866 2ND AVENUE,EAST 46 STREET,EAST 47 STREET,NE,Manhattan,10017,106,4,No,,C1-9,Turtle Bay-East Midtown,1009000,1038895,1013390001,40.752476,-73.970116,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.752476, -73.970116)"
LINK-014548,qu-07-124293,42-95 MAIN STREET,CHERRY AVENUE,BLOSSOM AVENUE,NE,Queens,11355,407,20,No,,C1-2,Flushing,4079702,4115881,4051360050,40.752624,-73.826856,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.7526245, -73.82685581)"
LINK-012267,mn-05-138139,261 WEST 35 STREET,7 AVENUE,8 AVENUE,MIDBLOCK,Manhattan,10018,105,3,Yes,34th Street,M1-6,Midtown-Midtown South,1010900,1014422,1007850007,40.752695,-73.992443,04/05/2018 12:00:00 AM,10/05/2018 12:00:00 AM,Suspended Permanently,Ready for CX,"(40.75269546, -73.99244331)"
LINK-000725,mn-05-121356,300 MADISON AVENUE,MADISON AVENUE,5th AVENUE,SWC,Manhattan,10017,105,4,Yes,Grand Central,C5-3,Murray Hill-Kips Bay,1008200,1085972,1012760058,40.752885,-73.979701,01/22/2018 12:00:00 AM,07/22/2018 12:00:00 AM,Temporarily Suspended,Ready for CX,"(40.75288524, -73.97970087)"
LINK-010614,mn-04-138822,314 11 AVENUE,W 30 ST,W 29 ST,SEC,Manhattan,10001,104,3,No,,C6-4,Hudson Yards-Chelsea-Flatiron-Union Square,1009900,1088120,1007010062,40.753067,-74.003811,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,In Progress,Ready to Install,"(40.753067, -74.003811)"
LINK-011582,qu-07-124291,43-70 MAIN STREET,BLOSSOM AVENUE,CHERRY AVENUE,SW,Queens,11355,407,20,No,,C1-2,Flushing,4079702,4115451,4051240030,40.753191,-73.827430,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75319078, -73.82742983)"
LINK-000153,mn-05-122178,1410 BROADWAY,WEST 39 STREET,WEST 38 STREET,SEC,Manhattan,10018,105,4,Yes,Garment District,C5-3,Midtown-Midtown South,1011300,1015274,1008140052,40.753380,-73.987039,02/15/2018 12:00:00 AM,08/15/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75337959890853, -73.98703913988112)"
LINK-012790,mn-06-137127,400 EAST 50 STREET,1 AVENUE,BEEKMAN PLACE,SE,Manhattan,10022,106,4,No,,C1-5,Turtle Bay-East Midtown,1008603,1040090,1013610049,40.753751,-73.965970,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.75375106, -73.96597025)"
LINK-012557,mn-06-136618,901 2 AVENUE,EAST 48 STREET,EAST 49 STREET,NW,Manhattan,10017,106,4,No,,C1-9,Turtle Bay-East Midtown,1009000,1038044,1013227501,40.753790,-73.969463,01/23/2018 12:00:00 AM,07/23/2018 12:00:00 AM,Temporarily Suspended,ConEd in Progress,"(40.75379018, -73.96946334)"
LINK-010424,qu-07-103162,42-51 MAIN STREET,FRANKLIN AVENUE,BLOSSOM AVENUE,MIDBLOCK,Queens,11355,407,20,No,,C1-2,Flushing,4079702,4115869,4051360008,40.753834,-73.827542,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75383368, -73.82754182)"
LINK-001359,qu-02-138662,62-10 NORTHERN BOULEVARD,62 STREET,64 STREET,SEC,Queens,11377,402,26,No,,M1-1,Woodside,4029300,4027108,4011850001,40.753910,-73.900094,05/29/2018 12:00:00 AM,11/29/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.75391039, -73.90009406)"
LINK-010758,mn-04-122009,380 WEST 35 STREET,9 AVENUE,8 AVENUE,SE,Manhattan,10001,104,3,Yes,34th Street,C6-4,Hudson Yards-Chelsea-Flatiron-Union Square,1011100,1013562,1007580082,40.753941,-73.995686,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.75394109, -73.99568565)"
LINK-000156,mn-05-133696,1440 BROADWAY,WEST 40 STREET,WEST 41 STREET,NEC,Manhattan,10018,105,4,Yes,Garment District,C5-3,Midtown-Midtown South,1011300,1022563,1009930011,40.754400,-73.986725,02/09/2018 12:00:00 AM,08/09/2018 12:00:00 AM,Temporarily Suspended,DOT In Progress,"(40.7544, -73.986725)"
LINK-013239,mn-05-135289,555 7 AVENUE,WEST 40 STREET,WEST 39 STREET,SE,Manhattan,10018,105,3,Yes,Garment District,C5-3,Midtown-Midtown South,1011300,1015275,1008150001,40.754590,-73.987876,05/14/2018 12:00:00 AM,11/14/2018 12:00:00 AM,Suspended Permanently,CX In Progress,"(40.75459034, -73.98787592)"
LINK-021033,qu-03-GF44275,73-22 Northern Blvd,74 Street,73 Street,SW,Queens,11372,403,25,No,,C2-2,Jackson Heights,4028900,4028634,4012460006,40.754665,-73.892933,03/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75466480980276, -73.89293325203073)"
LINK-001361,qu-03-118496,73-01 Northern Blvd,73st,74st,NEC,Queens,11370,403,25,No,,C1-2,Jackson Heights,4030902,4026513,4011690049,40.754798,-73.893598,05/03/2018 12:00:00 AM,11/03/2018 12:00:00 AM,In Progress,Ready for ConEd,"(40.75479756, -73.89359796)"
LINK-020492,mn-06-121795,944 2 AVENUE,EAST 50 STREET,EAST 51 STREET,NE,Manhattan,10022,106,4,No,,C1-9,Turtle Bay-East Midtown,1009800,1085119,1013437503,40.755015,-73.968276,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,Installed,Link Installed; Connecting Power and Fiber,"(40.755015017451775, -73.96827641410351)"
LINK-000679,mn-06-136697,511 LEXINGTON AVENUE,E 48th STREET,E 47th STREET,SEC,Manhattan,10017,106,4,No,,C6-6,Turtle Bay-East Midtown,1009200,1036219,1013020051,40.755088,-73.973276,03/06/2018 12:00:00 AM,09/06/2018 12:00:00 AM,In Progress,CX In Progress,"(40.7550884, -73.97327607)"
LINK-014448,qu-07-124290,42-02 MAIN STREET,MAPLE AVENUE,FRANKLIN AVENUE,SW,Queens,11355,407,20,No,,C1-2,Flushing,4085300,4115400,4051220029,40.755244,-73.828560,02/06/2018 12:00:00 AM,08/06/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.755244079276856, -73.82855997009415)"
LINK-014114,qu-07-138930,42-01 MAIN STREET (link on Maple Ave),MAIN STREET,KISSENA BOULEVARD,SE,Queens,11355,407,20,No,,C1-2,Flushing,4085300,,4051350001,40.755436,-73.828025,02/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75543644, -73.82802479)"
LINK-011193,qu-07-136359,41-96 MAIN STREET,MAPLE AVENUE,SANFORD AVENUE,NW,Queens,11355,407,20,No,,C1-2,Flushing,4084900,4115370,4051210037,40.755466,-73.828424,01/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,In Progress,Ready to Submit to DOT,"(40.75546553972582, -73.82842357729817)"
